"","airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","database_timezone","type","source"
"SOO",8682,"Söderhamn Airport","Soderhamn","Sweden","SOO","ESNY",61.2615013122559,17.099100112915,88,"1","E","Europe/Stockholm","airport","OurAirports"
"VNA",8684,"Saravane Airport","Saravane","Laos","VNA","VLSV",15.7094392077,106.410698891,574,"7","U","Asia/Vientiane","airport","OurAirports"
"DKS",8695,"Dikson Airport","Dikson","Russia","DKS","UODD",73.5178070068359,80.3796691894531,47,"7","N","Asia/Krasnoyarsk","airport","OurAirports"
"BYT",8698,"Bantry Aerodrome","Bantry","Ireland","BYT","EIBN",51.6685981750488,-9.48416996002197,7,"0","E","Europe/Dublin","airport","OurAirports"
"ADY",8702,"Alldays Airport","Alldays","South Africa","ADY","FAAL",-22.6790008545,29.0555000305,2600,"2","U","Africa/Johannesburg","airport","OurAirports"
"HAO",8706,"Butler Co Regional Airport - Hogan Field","Hamilton","United States","HAO","KHAO",39.3638000488,-84.5220031738,633,"-5","A","America/New_York","airport","OurAirports"
"GAS",8712,"Garissa Airport","Garissa","Kenya","GAS","HKGA",-0.463508009910583,39.6483001708984,475,"3","U","Africa/Nairobi","airport","OurAirports"
"HOA",8713,"Hola Airport","Hola","Kenya","HOA","HKHO",-1.52199995517731,40.0040016174316,195,"3","U","Africa/Nairobi","airport","OurAirports"
"KEY",8717,"Kericho Airport","Kericho","Kenya","KEY","HKKR",-0.3899,35.242093,6446,"3","U","Africa/Nairobi","airport","OurAirports"
"ILU",8718,"Kilaguni Airport","Kilaguni","Kenya","ILU","HKKL",-2.91060996055603,38.0652008056641,2750,"3","U","Africa/Nairobi","airport","OurAirports"
"ATJ",8721,"Antsirabe Airport","Antsirabe","Madagascar","ATJ","FMME",-19.8392214824,47.0637130737,4997,"3","U","Indian/Antananarivo","airport","OurAirports"
"OVA",8722,"Bekily Airport","Bekily","Madagascar","OVA","FMSL",-24.2356947547,45.3045272827,1270,"3","U","Indian/Antananarivo","airport","OurAirports"
"UTS",8723,"Ust-Tsylma Airport","Ust-Tsylma","Russia","UTS","UUYX",65.4372940063,52.2003364563,262,"3","N","Europe/Moscow","airport","OurAirports"
"RGK",8740,"Gorno-Altaysk Airport","Gorno-Altaysk","Russia","RGK","UNBG",51.9667015076,85.8332977295,965,"7","N","Asia/Krasnoyarsk","airport","OurAirports"
"FLD",8742,"Fond du Lac County Airport","Fond du Lac","United States","FLD","KFLD",43.7711982727,-88.4884033203,808,"-6","A","America/Chicago","airport","OurAirports"
"STE",8744,"Stevens Point Municipal Airport","Stevens Point","United States","STE","KSTE",44.5452003479,-89.530296325684,1110,"-6","A","America/Chicago","airport","OurAirports"
"MQJ",8746,"Moma Airport","Honuu","Russia","MQJ","UEMA",66.450861,143.261551,656,"11","N","Asia/Srednekolymsk","airport","OurAirports"
"PEF",8750,"Peenemünde Airport","Peenemunde","Germany","PEF","EDCP",54.1577796936,13.7744436264,7,"1","E","Europe/Berlin","airport","OurAirports"
"CJN",8752,"Nusawiru Airport","Nusawiru","Indonesia","CJN","WI1A",-7.719895,108.488995,16,"7","N","Asia/Jakarta","airport","OurAirports"
"GQQ",8759,"Galion Municipal Airport","Galion","United States","GQQ","KGQQ",40.7533988953,-82.7238006592,1224,"-5","A","America/New_York","airport","OurAirports"
"TPN",8761,"Tiputini Airport","Tiputini","Ecuador","TPN","SETI",-0.776111006736755,-75.5263977050781,997,"-5","S","America/Guayaquil","airport","OurAirports"
"PTZ",8762,"Rio Amazonas Airport","Pastaza","Ecuador","PTZ","SESM",-1.50523996353,-78.0626983643,3465,"-5","S","America/Guayaquil","airport","OurAirports"
"CKV",8763,"Clarksville–Montgomery County Regional Airport","Clarksville","United States","CKV","KCKV",36.6218986511,-87.4150009155,550,"-6","A","America/Chicago","airport","OurAirports"
"LPC",8771,"Lompoc Airport","Lompoc","United States","LPC","KLPC",34.665599823,-120.468002319,88,"-8","A","America/Los_Angeles","airport","OurAirports"
"CTH",8772,"Chester County G O Carlson Airport","Coatesville","United States","CTH","KMQS",39.97900009,-75.8655014,660,"-5","A","America/New_York","airport","OurAirports"
"BST",8773,"Bost Airport","Lashkar Gah","Afghanistan","BST","OABT",31.559700012207,64.3649978637695,2464,"4.5","U","Asia/Kabul","airport","OurAirports"
"LLK",8774,"Lankaran International Airport","Lankaran","Azerbaijan","LLK","UBBL",38.7463989258,48.8180007935,30,"4","U","Asia/Baku","airport","OurAirports"
"GBB",8775,"Gabala International Airport","Qabala","Azerbaijan","GBB","UBBQ",40.826667,47.7125,935,"4","E","Asia/Baku","airport","OurAirports"
"ZTU",8776,"Zaqatala International Airport","Zaqatala","Azerbaijan","ZTU","UBBY",41.562222,46.667221,1279,"4","E","Asia/Baku","airport","OurAirports"
"LKP",8777,"Lake Placid Airport","Lake Placid","United States","LKP","KLKP",44.2644996643,-73.9618988037,1747,"-5","A","America/New_York","airport","OurAirports"
"KDY",8779,"Typliy Klyuch Airport","Khandyga","Russia","KDY","UEMH",62.7890014648,136.854995728,925,"9","N","Asia/Yakutsk","airport","OurAirports"
"GYG",8780,"Magan Airport","Yakutsk","Russia","GYG","UEMM",62.103484,129.545288,577,"9","N","Asia/Yakutsk","airport","OurAirports"
"JIQ",8781,"Qianjiang Wulingshan Airport","Qianjiang","China","JIQ","ZUQJ",29.5133333333,108.831111111,2075,"8","N","Asia/Shanghai","airport","OurAirports"
"AOH",8784,"Lima Allen County Airport","Lima","United States","AOH","KAOH",40.706902,-84.026703,975,"-5","A","America/New_York","airport","OurAirports"
"DSO",8785,"Sondok Airport","Hamhung","North Korea","DSO","ZKSD",39.745201,127.473999,12,"8.5","U","Asia/Pyongyang","airport","OurAirports"
"SSI",8789,"Malcolm McKinnon Airport","Brunswick","United States","SSI","KSSI",31.15180016,-81.39129639,19,"-5","A","America/New_York","airport","OurAirports"
"BFP",8790,"Beaver County Airport","Beaver Falls","United States","BFP","KBVI",40.7724990845,-80.3914031982,1253,"-5","A","America/New_York","airport","OurAirports"
"GGE",8792,"Georgetown County Airport","Georgetown","United States","GGE","KGGE",33.3116989136,-79.3196029663,39,"-5","A","America/New_York","airport","OurAirports"
"HDI",8793,"Hardwick Field","Cleveland","United States","HDI","KHDI",35.220100402832,-84.8323974609375,874,"-5","A","America/New_York","airport","OurAirports"
"RNT",8796,"Renton Municipal Airport","Renton","United States","RNT","KRNT",47.4930992126,-122.216003418,32,"-8","A","America/Los_Angeles","airport","OurAirports"
"POC",8798,"Brackett Field","La Verne","United States","POC","KPOC",34.091598510742,-117.78199768066,1011,"-8","A","America/Los_Angeles","airport","OurAirports"
"CTY",8801,"Cross City Airport","Cross City","United States","CTY","KCTY",29.6354999542,-83.1047973633,42,"-5","A","America/New_York","airport","OurAirports"
"CEU",8802,"Oconee County Regional Airport","Clemson","United States","CEU","KCEU",34.6719017,-82.8864975,892,"-5","A","America/New_York","airport","OurAirports"
"BEC",8804,"Beech Factory Airport","Wichita","United States","BEC","KBEC",37.6944999695,-97.2149963379,1408,"-6","A","America/Chicago","airport","OurAirports"
"QFO",8813,"Duxford Aerodrome","Duxford","United Kingdom","QFO","EGSU",52.090801,0.131944,125,"0","E","Europe/London","airport","OurAirports"
"SNY",8815,"Sidney Municipal-Lloyd W Carr Field","Sidney","United States","SNY","KSNY",41.10129929,-102.9850006,4313,"-7","A","America/Denver","airport","OurAirports"
"GKL",8820,"Great Keppel Is Airport","Great Keppel Island","Australia","GKL","YGKL",-23.1833000183,150.942001343,21,"10","U","Australia/Brisbane","airport","OurAirports"
"RPB",8821,"Roper Bar Airport","Roper Bar","Australia","RPB","YRRB",-14.734814,134.525485,92,"9.5","U","Australia/Darwin","airport","OurAirports"
"IFL",8823,"Innisfail Airport","Innisfail","Australia","IFL","YIFL",-17.5594005584717,146.011993408203,46,"10","U","Australia/Brisbane","airport","OurAirports"
"JRF",8824,"Kalaeloa Airport","Kapolei","United States","JRF","PHJR",21.3074,-158.070009,30,"-10","U","Pacific/Honolulu","airport","OurAirports"
"BIN",8825,"Bamiyan Airport","Bamyan","Afghanistan","BIN","OABN",34.8170013427734,67.8170013427734,8367,"4.5","N","Asia/Kabul","airport","OurAirports"
"NBS",8826,"Changbaishan Airport","Baishan","China","NBS","ZYBS",42.066944,127.602222,2874,"8","N","Asia/Shanghai","airport","OurAirports"
"RGO",8830,"Orang Airport","Chongjin","North Korea","RGO","ZKHM",41.428538,129.647555,12,"8.5","U","Asia/Pyongyang","airport","OurAirports"
"MOO",8831,"Moomba Airport","Moomba","Australia","MOO","YOOM",-28.0993995666504,140.197006225586,143,"9.5","O","Australia/Adelaide","airport","OurAirports"
"LUZ",8832,"Lublin Airport","Lublin","Poland","LUZ","EPLB",51.240278,22.713611,633,"1","E","Europe/Warsaw","airport","OurAirports"
"ECA",8833,"Iosco County Airport","East Tawas","United States","ECA","K6D9",44.312801,-83.422302,606,"-5","A","America/New_York","airport","OurAirports"
"VAM",8840,"Villa Airport","Maamigili","Maldives","VAM","VRMV",3.47055555556,72.8358333333,6,"5","U","Indian/Maldives","airport","OurAirports"
"LLF",8845,"Lingling Airport","Yongzhou","China","LLF","ZGLG",26.338661,111.610043,340,"8","U","Asia/Shanghai","airport","OurAirports"
"LSZ",8846,"Lošinj Island Airport","Mali Losinj","Croatia","LSZ","LDLO",44.5657997131,14.3930997849,151,"1","E","Europe/Zagreb","airport","OurAirports"
"ONS",8847,"Onslow Airport","Onslow","Australia","ONS","YOLW",-21.668300628662,115.1129989624,7,"8","O","Australia/Perth","airport","OurAirports"
"TDR",8848,"Theodore Airport","Theodore","Australia","TDR","YTDR",-24.9932994842529,150.093002319336,171,"10","N","Australia/Brisbane","airport","OurAirports"
"WBU",8854,"Boulder Municipal Airport","Boulder","United States","WBU","KBDU",40.0393981934,-105.225997925,5288,"-7","A","America/Denver","airport","OurAirports"
"BBJ",8862,"Bitburg Airport","Birburg","Germany","BBJ","EDRB",49.945278,6.565,1220,"1","U","Europe/Berlin","airport","OurAirports"
"PAO",8864,"Palo Alto Airport of Santa Clara County","Palo Alto","United States","PAO","KPAO",37.461101532,-122.114997864,4,"-8","A","America/Los_Angeles","airport","OurAirports"
"USR",8866,"Ust-Nera Airport","Ust-Nera","Russia","USR","UEMT",64.550003051758,143.11500549316,1805,"10","N","Asia/Vladivostok","airport","OurAirports"
"MSC",8869,"Falcon Field","Mesa","United States","MSC","KFFZ",33.4608001709,-111.727996826,1394,"-7","A","America/Phoenix","airport","OurAirports"
"YTY",8876,"Yangzhou Taizhou Airport","Yangzhou","China","YTY","ZSYA",32.5634,119.7198,7,"8","N","Asia/Shanghai","airport","OurAirports"
"PTK",8877,"Oakland County International Airport","Pontiac","United States","PTK","KPTK",42.665500640869,-83.420097351074,980,"-5","A","America/New_York","airport","OurAirports"
"KSI",8880,"Kissidougou Airport","Kissidougou","Guinea","KSI","GUKU",9.1605596542358,-10.124400138855,1808,"0","N","Africa/Conakry","airport","OurAirports"
"EEN",8888,"Dillant Hopkins Airport","Keene","United States","EEN","KEEN",42.8983993530273,-72.2707977294922,488,"-5","A","America/New_York","airport","OurAirports"
"THQ",8889,"Tianshui Maijishan Airport","Tianshui","China","THQ","ZLTS",34.5593986511,105.86000061,3590,"8","N","Asia/Shanghai","airport","OurAirports"
"VRO",8890,"Kawama Airport","Kawama","Cuba","VRO","MUKW",23.1240005493,-81.3015975952,16,"-5","U","America/Havana","airport","OurAirports"
"GKK",8892,"Kooddoo Airport","Kooddoo","Maldives","GKK","VRMO",0.7324,73.4336,29,"5","U","Indian/Maldives","airport","OurAirports"
"RCS",8894,"Rochester Airport","Rochester","United Kingdom","RCS","EGTO",51.3518981933594,0.50333297252655,436,"0","E","Europe/London","airport","OurAirports"
"RHD",8914,"Termas de Río Hondo international Airport","Rio Hondo","Argentina","RHD","SANR",-27.4966,-64.93595,935,"-3","S","America/Cordoba","airport","OurAirports"
"KMP",8918,"Keetmanshoop Airport","Keetmanshoop","Namibia","KMP","FYKT",-26.5398006439209,18.111400604248,3506,"1","U","Africa/Windhoek","airport","OurAirports"
"KGT",8921,"Kangding Airport","Kangding","China","KGT","ZUKD",30.1575,101.734722,14042,"8","N","Asia/Shanghai","airport","OurAirports"
"VUS",8924,"Velikiy Ustyug Airport","Veliky Ustyug","Russia","VUS","ULWU",60.7882995605469,46.2599983215332,331,"3","N","Europe/Moscow","airport","OurAirports"
"IOW",8925,"Iowa City Municipal Airport","Iowa City","United States","IOW","KIOW",41.6391983032,-91.5465011597,668,"-6","A","America/Chicago","airport","OurAirports"
"TLQ",8926,"Turpan Jiaohe Airport","Turpan","China","TLQ","ZWTP",43.0308,89.0987,934,"8","U","Asia/Shanghai","airport","OurAirports"
"ANP",8935,"Lee Airport","Annapolis","United States","ANP","KANP",38.942902,-76.568398,34,"-5","A","America/New_York","airport","OurAirports"
"FXO",8943,"Cuamba Airport","Cuamba","Mozambique","FXO","FQCB",-14.815,36.529999,1919,"2","N","Africa/Maputo","airport","OurAirports"
"ODO",8944,"Bodaybo Airport","Bodaibo","Russia","ODO","UIKB",57.8661003113,114.242996216,919,"8","N","Asia/Irkutsk","airport","OurAirports"
"ZTR",8946,"Zhytomyr Airport","Zhytomyr","Ukraine","ZTR","UKKV",50.270556,28.738611,0,"2","E","Europe/Kiev","airport","OurAirports"
"HRI",8949,"Mattala Rajapaksa International Airport","Mattala","Sri Lanka","HRI","VCRI",6.284467,81.124128,157,"5.5","N","Asia/Colombo","airport","OurAirports"
"PEQ",8950,"Pecos Municipal Airport","Pecos","United States","PEQ","KPEQ",31.382400512695,-103.51100158691,2613,"-6","A","America/Chicago","airport","OurAirports"
"HBG",8951,"Hattiesburg Bobby L Chain Municipal Airport","Hattiesburg","United States","HBG","KHBG",31.26479912,-89.25279999,151,"-6","A","America/Chicago","airport","OurAirports"
"QCJ",8952,"Botucatu - Tancredo de Almeida Neves Airport","Botucatu","Brazil","QCJ","SDBK",-22.939501,-48.467999,3012,"-3","S","America/Sao_Paulo","airport","OurAirports"
"QSC",8954,"Mário Pereira Lopes–São Carlos Airport","Sao Carlos","Brazil","QSC","SDSC",-21.875401,-47.903703,2649,"-3","S","America/Sao_Paulo","airport","OurAirports"
"YKN",8958,"Chan Gurney Municipal Airport","Yankton","United States","YKN","KYKN",42.916698455811,-97.385902404785,1306,"-6","A","America/Chicago","airport","OurAirports"
"XSB",8961,"Sir Bani Yas Airport","Sir Bani Yas Island","United Arab Emirates","XSB","OMBY",24.283611,52.580278,25,"4","U","Asia/Dubai","airport","OurAirports"
"ZBM",8963,"Bromont (Roland Desourdy) Airport","Bromont","Canada","ZBM","CZBM",45.2907981873,-72.7414016724,375,"-5","A","America/Toronto","airport","OurAirports"
"KTI",8966,"Kratie Airport","Kratie","Cambodia","KTI","VDKT",12.4879999160767,106.055000305176,0,"7","N","Asia/Phnom_Penh","airport","OurAirports"
"GYU",8971,"Guyuan Liupanshan Airport","Guyuan","China","GYU","ZLGY",36.0788888889,106.216944444,5696,"8","U","Asia/Shanghai","airport","OurAirports"
"CNI",8974,"Changhai Airport","Changhai","China","CNI","ZYCH",39.2666666667,122.666944444,80,"8","N","Asia/Shanghai","airport","OurAirports"
"KRH",8975,"Redhill Aerodrome","Redhill","United Kingdom","KRH","EGKR",51.2136001587,-0.138611003757,222,"0","E","Europe/London","airport","OurAirports"
"JGD",8979,"Jiagedaqi Airport","Jiagedaqi District","China","JGD","ZYJD",50.371389,124.1175,1205,"8","N","Asia/Shanghai","airport","OurAirports"
"CCL",8980,"Chinchilla Airport","Chinchilla","Australia","CCL","YCCA",-26.7749996185303,150.617004394531,1028,"10","O","Australia/Brisbane","airport","OurAirports"
"HWD",8982,"Hayward Executive Airport","Hayward","United States","HWD","KHWD",37.659198761,-122.122001648,52,"-8","A","America/Los_Angeles","airport","OurAirports"
"MZP",8983,"Motueka Airport","Motueka","New Zealand","MZP","NZMK",-41.1232986450195,172.988998413086,39,"12","Z","Pacific/Auckland","airport","OurAirports"
"JHQ",8984,"Shute Harbour Airport","Shute Harbour","Australia","JHQ","YSHR",-20.277221,148.755556,12,"10","O","Australia/Brisbane","airport","OurAirports"
"ARB",8989,"Ann Arbor Municipal Airport","Ann Arbor","United States","ARB","KARB",42.2229995728,-83.7455978394,839,"-5","A","America/New_York","airport","OurAirports"
"SHT",8994,"Shepparton Airport","Shepparton","Australia","SHT","YSHT",-36.4289016723633,145.393005371094,374,"10","O","Australia/Hobart","airport","OurAirports"
"TEM",8995,"Temora Airport","Temora","Australia","TEM","YTEM",-34.4213981628418,147.511993408203,921,"10","O","Australia/Sydney","airport","OurAirports"
"GAH",8996,"Gayndah Airport","Gayndah","Australia","GAH","YGAY",-25.6144008636475,151.619003295898,369,"10","N","Australia/Brisbane","airport","OurAirports"
"WIO",8998,"Wilcannia Airport","Wilcannia","Australia","WIO","YWCA",-31.5263996124268,143.375,250,"10","O","Australia/Sydney","airport","OurAirports"
"BFJ",9025,"Bijie Feixiong Airport","Bijie","China","BFJ","ZUBJ",27.267066,105.472097,4751,"8","N","Asia/Shanghai","airport","OurAirports"
"ULK",9026,"Lensk Airport","Lensk","Russia","ULK","UERL",60.7206001282,114.825996399,801,"9","N","Asia/Yakutsk","airport","OurAirports"
"KVR",9042,"Kavalerovo Airport","Kavalerovo","Russia","KVR","UHWK",44.2726,135.029,730,"10","N","Asia/Vladivostok","airport","OurAirports"
"IGD",9043,"Iğdır Airport","Igdir","Turkey","IGD","LTCT",39.9766273499,43.8766479492,3101,"3","E","Europe/Istanbul","airport","OurAirports"
"GNY",9044,"Şanlıurfa GAP Airport","Sanliurfa","Turkey","GNY","LTCS",37.445663,38.895592,2708,"3","E","Europe/Istanbul","airport","OurAirports"
"KZR",9045,"Zafer Airport","Kutahya","Turkey","KZR","LTBZ",39.113079,30.128111,3327,"3","E","Europe/Istanbul","airport","OurAirports"
"VLU",9048,"Velikiye Luki Airport","Velikiye Luki","Russia","VLU","ULOL",56.3810997009277,30.6081008911133,328,"3","N","Europe/Moscow","airport","OurAirports"
"BEO",9065,"Lake Macquarie Airport","Lake Macquarie","Australia","BEO","YPEC",-33.0667,151.647995,2,"10","O","Australia/Sydney","airport","OurAirports"
"BMP",9068,"Brampton Island Airport","Brampton Island","Australia","BMP","YBPI",-20.8033008575439,149.270004272461,11,"10","O","Australia/Brisbane","airport","OurAirports"
